,author_id,tweet_id,text,created_at
169,44196397,1517055957209071617,"@woonomic @VaibhavSisinty They say history is written by the victors, but not on Wikipedia if the losing party is still alive &amp; has lots of time on their hands!",2022-04-21 08:21:40+00:00
170,44196397,1517054436736126977,"@woonomic @VaibhavSisinty When Eberhard was fired unanimously by the board in July 2007 (for damn good reasons), no one left with him. That says it all.",2022-04-21 08:15:37+00:00
171,44196397,1517053535464181761,"@woonomic @VaibhavSisinty If filing a shell corp constitutes “founding a company”, then I’d be the only founder of PayPal, since I filed the original incorporation docs for https://t.co/bOUOek5Cvy (later renamed PayPal), but that’s not what founding means.",2022-04-21 08:12:03+00:00
172,44196397,1517052799070126080,"@woonomic @VaibhavSisinty Not even close to that. It was a shell corp with no employees, no IP, no designs, no prototype, literally nothing but a biz plan to commercialize AC Propulsion’s Tzero car, which was introduced to me by JB Straubel, *not* Eberhard. 

Even name “Tesla Motors” was owned by others!",2022-04-21 08:09:07+00:00
173,44196397,1516977323576381441,"Please consider working at The Boring Company! 

Our goal is to solve traffic, which plagues every major city on Earth. https://t.co/1tHNhIo7sd",2022-04-21 03:09:12+00:00
174,44196397,1516976771874365441,"@Erdayastronaut Hopefully, I didn’t say too many dumb things",2022-04-21 03:07:01+00:00
175,44196397,1516976498154037248,@WholeMarsBlog Tesla opex is embarrassingly high imo!,2022-04-21 03:05:55+00:00
176,44196397,1516946581030903809,@garyblack00 @MartinViecha $1T valuation with $0 advertising spend,2022-04-21 01:07:03+00:00
177,44196397,1516851177144659970,@BillyM2k @nichegamer @slashdot Does it accurately portray software engineers?,2022-04-20 18:47:57+00:00
178,44196397,1516850420483829764,@SawyerMerritt Yeah,2022-04-20 18:44:56+00:00
179,44196397,1516790570160644096,@squawksquare @Pmgraham86 Yes,2022-04-20 14:47:07+00:00
180,44196397,1516775179493548038,@Teslarati @13ericralph31 Had to been done,2022-04-20 13:45:57+00:00
181,44196397,1516620752040116231,_______ is the Night,2022-04-20 03:32:19+00:00
182,44196397,1516615567758745606,@nichegamer @slashdot Can they please just make sci-fi/fantasy at least *mostly* about sci-fi/fantasy?,2022-04-20 03:11:43+00:00
183,44196397,1516614018089504768,@nichegamer @slashdot True,2022-04-20 03:05:33+00:00
184,44196397,1516610727641063425,"@akheriaty I love Pinball Wizard!
https://t.co/h3psi9XFlT",2022-04-20 02:52:29+00:00
185,44196397,1516609514925182980,@PPathole Absolutely,2022-04-20 02:47:40+00:00
186,44196397,1516601612114055170,@PPathole @slashdot Yes,2022-04-20 02:16:16+00:00
187,44196397,1516600269899026432,@slashdot The woke mind virus is making Netflix unwatchable,2022-04-20 02:10:56+00:00
188,44196397,1516483038242385928,A social media platform’s policies are good if the most extreme 10% on left and right are equally unhappy,2022-04-19 18:25:05+00:00
189,44196397,1516470730136952833,@pmarca Extremely concerning. Who is pushing this censorship/deplatforming? Very shadowy.,2022-04-19 17:36:11+00:00
190,44196397,1516168605934698498,@pmarca 🤣,2022-04-18 21:35:39+00:00
191,44196397,1516168344860307464,@Erdayastronaut ♥️🚀✨,2022-04-18 21:34:37+00:00
192,44196397,1516167738909249539,SpaceX Falcon team making great progress! Aiming for 5 day launch cadence with many performance &amp; refurb improvements.,2022-04-18 21:32:12+00:00
193,44196397,1516057871108165637,"Why, thank you, sir!  https://t.co/tealJWLSdP",2022-04-18 14:15:38+00:00
194,44196397,1516057553842671618,@greg16676935420 🤣🤣,2022-04-18 14:14:22+00:00
195,44196397,1516056299376623626,"@garyblack00 Board salary will be $0 if my bid succeeds, so that’s ~$3M/year saved right there",2022-04-18 14:09:23+00:00
196,44196397,1516055505189457923,"@ICannot_Enough @jaylew333 Since he is consistently wrong, it should be possible to do quite well simply by doing the opposite of what he recommends",2022-04-18 14:06:14+00:00
197,44196397,1516017823461613574,@TrungTPhan @TEDchris I feel it’s important that one’s hat also have a hat. Long-standing belief.,2022-04-18 11:36:30+00:00
198,44196397,1515893546657751041,@teslaownersSV @Tesla I used to be such a snappy dresser!,2022-04-18 03:22:40+00:00
199,44196397,1515893304054980610,@Erdayastronaut I think my clothes are too big for me,2022-04-18 03:21:42+00:00
200,44196397,1515892573872832512,"@itsALLrisky @gigadgets_ I love it, sign me up",2022-04-18 03:18:48+00:00
201,44196397,1515891581307568131,@itsALLrisky @gigadgets_ 🤣,2022-04-18 03:14:51+00:00
